,id,price,region,city,population,percentage_under_30,possible_venues_in_the_city,large_corporations_in_the_city,avg_income_in_the_city,sights_in_the_city,room_type,accommodates,bathrooms_shared,bathrooms_num,bedrooms,beds,public_transport_stops_near_the_apartment,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,amenities_wifi,amenities_kitchen,amenities_essentials,amenities_heating,amenities_washer,amenities_long_term_stays_allowed,amenities_hair_dryer,amenities_hangers,amenities_dedicated_workspace,amenities_hot_water,amenities_iron,amenities_smoke_alarm,amenities_shampoo,amenities_dishes_and_silverware,amenities_cooking_basics,amenities_refrigerator,amenities_bed_linens,amenities_stove,amenities_coffee_maker,amenities_tv,amenities_oven,amenities_free_street_parking,amenities_dishwasher,amenities_elevator,amenities_host_greets_you,amenities_first_aid_kit,amenities_microwave,amenities_extra_pillows_and_blankets,amenities_patio_or_balcony,amenities_private_entrance,amenities_fire_extinguisher,amenities_luggage_dropoff_allowed,amenities_carbon_monoxide_alarm,amenities_lock_on_bedroom_door,amenities_dryer,amenities_cable_tv,amenities_tv_with_standard_cable,amenities_bathtub,amenities_free_parking_on_premises,amenities_shower_gel,amenities_baking_sheet,amenities_room-darkening_shades,amenities_single_level_home,amenities_hot_water_kettle,amenities_freezer,amenities_backyard,amenities_paid_parking_off_premises,amenities_cleaning_products,amenities_dining_table,amenities_wine_glasses
3123,14798424,41,The Riverlands,Maidenpool,170671,0.4,8,2,7967,11,Private room,2,1,1.0,1.0,2.0,4,4.69,5.0,4.69,4.67,4.67,4.67,4.67,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3124,14831972,36,The Riverlands,Seagard,40603,0.17,5,3,5229,2,Entire home/apt,1,0,1.0,1.0,1.0,0,3.0,2.5,5.0,3.0,3.0,3.0,2.5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3125,14847866,30,The Riverlands,Maidenpool,170671,0.4,8,2,7967,11,Private room,2,0,1.5,1.0,1.0,3,5.0,5.0,4.75,4.75,5.0,5.0,5.0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3128,14865350,179,The Riverlands,Maidenpool,170671,0.4,8,2,7967,11,Entire home/apt,6,0,2.0,2.0,5.0,2,5.0,4.91,4.96,4.93,4.84,4.73,4.8,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
3129,14872009,55,The Riverlands,Stony Sept,299541,0.45,1,1,7081,20,Entire home/apt,3,0,1.0,1.0,2.0,4,5.0,5.0,4.88,5.0,4.88,4.75,4.63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3130,14890023,50,The Riverlands,Stony Sept,299541,0.45,1,1,7081,20,Private room,3,1,1.0,1.0,2.0,4,4.71,4.82,4.59,4.88,5.0,4.53,4.65,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3131,14914583,38,The Riverlands,Maidenpool,170671,0.4,8,2,7967,11,Private room,1,1,1.5,1.0,1.0,5,5.0,5.0,5.0,5.0,5.0,4.92,5.0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3132,14927090,59,The Riverlands,Stony Sept,299541,0.45,1,1,7081,20,Entire home/apt,2,0,1.0,1.0,1.0,0,4.32,4.58,4.57,4.67,4.45,4.6,4.22,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3133,14930230,168,The Riverlands,Riverrun,51079,0.22,1,3,7053,15,Entire home/apt,5,0,1.0,2.0,3.0,4,4.82,4.79,4.76,4.94,4.91,4.67,4.64,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3138,14999599,89,The Riverlands,Riverrun,51079,0.22,1,3,7053,15,Entire home/apt,6,0,1.0,1.0,4.0,3,4.9,5.0,4.97,5.0,5.0,4.83,4.83,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3139,15036642,132,The Riverlands,Riverrun,51079,0.22,1,3,7053,15,Entire home/apt,8,0,1.0,2.0,4.0,0,4.63,4.63,4.38,5.0,5.0,4.75,4.5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
3140,15038936,30,The Riverlands,Seagard,40603,0.17,5,3,5229,2,Entire home/apt,4,0,1.0,1.0,2.0,2,5.0,5.0,3.5,5.0,5.0,4.5,5.0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3142,15085051,15,The Riverlands,Maidenpool,170671,0.4,8,2,7967,11,Private room,2,0,1.0,1.0,1.0,3,4.57,4.57,4.0,4.71,4.86,4.14,4.57,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3143,15094672,60,The Riverlands,Riverrun,51079,0.22,1,3,7053,15,Entire home/apt,3,0,1.0,1.0,2.0,5,4.55,4.84,4.21,4.63,4.84,4.63,4.63,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
3145,15113373,42,The Riverlands,Riverrun,51079,0.22,1,3,7053,15,Private room,2,1,1.0,1.0,2.0,5,4.84,4.73,4.54,4.95,4.96,4.65,4.82,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3147,15135834,28,The Riverlands,The Twins,284107,0.23,8,3,5739,11,Shared room,6,1,1.0,1.0,6.0,1,4.43,4.61,4.34,4.67,4.61,4.49,4.49,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3151,15169912,25,The Riverlands,Seagard,40603,0.17,5,3,5229,2,Private room,3,0,1.0,1.0,1.0,1,4.87,4.97,4.68,4.94,4.97,4.49,4.9,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3152,15198399,89,The Riverlands,Seagard,40603,0.17,5,3,5229,2,Entire home/apt,4,0,1.0,1.0,1.0,4,4.82,4.91,4.68,4.8,4.86,4.9,4.5,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3153,15212625,36,The Riverlands,Maidenpool,170671,0.4,8,2,7967,11,Entire home/apt,2,0,1.0,1.0,2.0,2,4.62,4.69,4.85,4.77,4.77,4.42,4.75,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3154,15215429,82,The Riverlands,Riverrun,51079,0.22,1,3,7053,15,Entire home/apt,4,0,1.0,1.0,1.0,5,5.0,4.8,4.2,5.0,5.0,5.0,4.8,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3155,15224790,40,The Riverlands,Stony Sept,299541,0.45,1,1,7081,20,Private room,1,0,1.0,1.0,1.0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3156,15226698,85,The Riverlands,The Twins,284107,0.23,8,3,5739,11,Entire home/apt,5,0,1.0,2.0,4.0,2,4.78,4.78,4.85,4.81,4.89,4.46,4.54,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0
3157,15229038,92,The Riverlands,Maidenpool,170671,0.4,8,2,7967,11,Entire home/apt,5,0,1.0,2.0,4.0,5,4.71,4.84,4.84,4.93,4.94,4.67,4.57,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0
3158,15235950,95,The Riverlands,Seagard,40603,0.17,5,3,5229,2,Entire home/apt,3,0,1.0,1.0,1.0,3,4.88,4.85,4.83,4.88,4.83,4.85,4.76,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3160,15277811,103,The Riverlands,Riverrun,51079,0.22,1,3,7053,15,Entire home/apt,4,0,1.0,2.0,5.0,0,4.58,4.72,4.77,4.78,4.6,4.7,4.6,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3162,15356053,45,The Riverlands,Riverrun,51079,0.22,1,3,7053,15,Private room,2,1,1.0,1.0,1.0,5,4.93,4.98,4.76,4.93,4.96,4.98,4.86,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
3163,15363472,119,The Riverlands,The Twins,284107,0.23,8,3,5739,11,Private room,1,1,1.5,1.0,1.0,4,4.6,4.8,4.82,4.7,4.55,4.23,4.44,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3165,15397322,34,The Riverlands,Maidenpool,170671,0.4,8,2,7967,11,Private room,2,0,1.0,1.0,1.0,2,5.0,5.0,5.0,5.0,4.88,4.75,4.75,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3166,15481307,48,The Riverlands,Maidenpool,170671,0.4,8,2,7967,11,Entire home/apt,2,0,1.0,1.0,1.0,3,5.0,4.93,4.87,5.0,5.0,5.0,4.6,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3167,15490673,26,The Riverlands,Riverrun,51079,0.22,1,3,7053,15,Private room,2,1,1.5,1.0,1.0,4,3.75,3.75,4.67,4.33,4.67,4.67,5.0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3169,15554939,30,The Riverlands,Stony Sept,299541,0.45,1,1,7081,20,Private room,2,1,2.0,1.0,3.0,2,4.8,4.8,4.3,4.9,5.0,4.7,4.6,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3171,15702448,25,The Riverlands,The Twins,284107,0.23,8,3,5739,11,Private room,2,1,1.0,1.0,1.0,5,4.0,4.33,4.0,4.67,4.67,4.67,4.0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3172,15748817,30,The Riverlands,Seagard,40603,0.17,5,3,5229,2,Private room,2,1,1.0,1.0,1.0,2,4.71,4.88,4.94,4.9,4.84,4.78,4.74,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3174,15763658,15,The Riverlands,Riverrun,51079,0.22,1,3,7053,15,Private room,2,0,1.0,1.0,1.0,3,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3175,15778822,64,The Riverlands,Riverrun,51079,0.22,1,3,7053,15,Entire home/apt,2,0,1.0,1.0,1.0,0,4.63,4.88,4.0,4.88,5.0,4.75,4.75,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3176,15810911,93,The Riverlands,Riverrun,51079,0.22,1,3,7053,15,Entire home/apt,4,0,1.5,2.0,2.0,1,5.0,5.0,4.75,4.5,5.0,5.0,4.75,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
3177,15840279,75,The Riverlands,Stony Sept,299541,0.45,1,1,7081,20,Private room,2,1,1.0,1.0,1.0,0,4.86,4.94,4.71,4.91,4.91,4.97,4.82,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3178,15850068,39,The Riverlands,Stony Sept,299541,0.45,1,1,7081,20,Private room,2,1,1.0,1.0,1.0,2,4.68,4.77,3.91,4.95,4.86,4.77,4.64,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3180,15868988,72,The Riverlands,Stony Sept,299541,0.45,1,1,7081,20,Entire home/apt,4,0,1.0,1.0,2.0,0,4.52,4.79,4.58,4.91,4.95,4.88,4.6,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3182,15879336,65,The Riverlands,The Twins,284107,0.23,8,3,5739,11,Private room,2,1,1.0,1.0,1.0,2,5.0,4.86,5.0,4.88,5.0,5.0,4.75,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1
3186,15974288,39,The Riverlands,Maidenpool,170671,0.4,8,2,7967,11,Entire home/apt,2,0,1.0,1.0,1.0,1,4.5,5.0,4.75,5.0,5.0,4.25,4.75,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3187,15974475,42,The Riverlands,Maidenpool,170671,0.4,8,2,7967,11,Entire home/apt,5,0,1.0,2.0,5.0,0,5.0,5.0,4.57,5.0,5.0,4.86,4.67,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3188,15978345,95,The Riverlands,Maidenpool,170671,0.4,8,2,7967,11,Entire home/apt,6,0,1.0,1.0,1.0,5,4.61,4.71,4.61,4.81,4.92,4.83,4.3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0
3192,16025032,100,The Riverlands,Stony Sept,299541,0.45,1,1,7081,20,Entire home/apt,2,0,1.0,1.0,1.0,4,5.0,5.0,4.88,5.0,5.0,5.0,4.75,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3193,16028905,85,The Riverlands,Riverrun,51079,0.22,1,3,7053,15,Entire home/apt,2,0,1.0,1.0,1.0,5,4.94,4.98,4.87,4.89,4.98,4.87,4.94,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3194,16033774,39,The Riverlands,The Twins,284107,0.23,8,3,5739,11,Private room,2,0,1.0,1.0,1.0,5,4.92,4.96,5.0,4.98,4.94,4.62,4.9,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3199,16111424,31,The Riverlands,Maidenpool,170671,0.4,8,2,7967,11,Private room,1,1,1.0,1.0,1.0,2,5.0,5.0,4.75,5.0,5.0,5.0,4.5,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3200,16131138,30,The Riverlands,Maidenpool,170671,0.4,8,2,7967,11,Private room,2,0,1.0,1.0,1.0,5,4.54,4.58,4.42,4.58,4.33,4.67,4.75,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3201,16139086,40,The Riverlands,Maidenpool,170671,0.4,8,2,7967,11,Entire home/apt,2,0,1.0,1.0,1.0,0,4.67,4.67,4.67,4.67,4.67,5.0,4.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3202,16143085,67,The Riverlands,Seagard,40603,0.17,5,3,5229,2,Entire home/apt,4,0,1.0,1.0,2.0,4,4.6,4.76,4.56,4.72,4.68,4.76,4.52,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3203,16152597,85,The Riverlands,Seagard,40603,0.17,5,3,5229,2,Entire home/apt,5,0,1.0,1.0,3.0,0,4.76,4.81,4.79,4.86,4.86,4.98,4.71,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3204,16155678,47,The Riverlands,Stony Sept,299541,0.45,1,1,7081,20,Private room,2,1,1.0,1.0,1.0,4,4.86,4.92,4.78,4.94,4.94,4.95,4.8,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
3206,16169313,62,The Riverlands,Stony Sept,299541,0.45,1,1,7081,20,Entire home/apt,3,0,1.0,1.0,2.0,2,5.0,4.5,4.5,4.5,4.5,4.5,4.5,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3207,16215264,55,The Riverlands,Stony Sept,299541,0.45,1,1,7081,20,Private room,2,1,1.0,1.0,1.0,4,4.93,4.94,4.87,4.97,4.92,4.96,4.91,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3208,16223878,30,The Riverlands,Stony Sept,299541,0.45,1,1,7081,20,Private room,3,1,1.0,1.0,1.0,2,4.9,4.98,4.92,4.97,4.98,4.61,4.86,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3209,16235811,30,The Riverlands,Seagard,40603,0.17,5,3,5229,2,Private room,2,0,2.0,1.0,1.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3211,16274024,28,The Riverlands,Riverrun,51079,0.22,1,3,7053,15,Entire home/apt,3,0,1.0,1.0,1.0,1,3.0,5.0,3.0,5.0,5.0,4.0,3.0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3213,16292857,35,The Riverlands,Riverrun,51079,0.22,1,3,7053,15,Private room,2,1,1.0,1.0,1.0,2,4.91,4.9,4.83,4.92,4.91,4.92,4.75,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3214,16309171,85,The Riverlands,The Twins,284107,0.23,8,3,5739,11,Entire home/apt,4,0,1.0,1.0,1.0,0,4.67,4.78,4.78,5.0,4.89,4.5,4.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0
3216,16322398,30,The Riverlands,Seagard,40603,0.17,5,3,5229,2,Entire home/apt,2,0,1.0,1.0,2.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3219,16347909,36,The Riverlands,Seagard,40603,0.17,5,3,5229,2,Private room,3,1,2.0,1.0,1.0,3,4.8,5.0,4.0,5.0,5.0,4.8,5.0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3222,16391819,70,The Riverlands,Seagard,40603,0.17,5,3,5229,2,Private room,2,0,1.0,1.0,1.0,3,5.0,5.0,4.5,5.0,5.0,5.0,4.5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3225,16421483,23,The Riverlands,Stony Sept,299541,0.45,1,1,7081,20,Private room,2,1,1.0,1.0,1.0,0,5.0,5.0,4.71,5.0,5.0,5.0,5.0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3226,16438739,27,The Riverlands,Riverrun,51079,0.22,1,3,7053,15,Private room,2,0,1.0,1.0,2.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3227,16462717,104,The Riverlands,Riverrun,51079,0.22,1,3,7053,15,Shared room,6,1,1.5,1.0,6.0,1,4.51,4.56,4.5,4.62,4.63,4.52,4.56,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3229,16547438,17,The Riverlands,Stony Sept,299541,0.45,1,1,7081,20,Private room,1,1,1.0,1.0,0.0,2,4.4,4.26,4.07,4.6,4.77,4.72,4.19,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3230,16608497,82,The Riverlands,Maidenpool,170671,0.4,8,2,7967,11,Private room,2,0,2.0,1.0,1.0,2,4.97,4.96,4.99,4.98,4.99,4.91,4.95,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1
3231,16611253,21,The Riverlands,Maidenpool,170671,0.4,8,2,7967,11,Private room,2,1,1.0,1.0,1.0,4,4.6,4.8,3.8,4.8,4.8,4.4,4.6,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3234,16655959,120,The Riverlands,Stony Sept,299541,0.45,1,1,7081,20,Entire home/apt,6,0,2.0,3.0,3.0,3,5.0,5.0,4.8,5.0,5.0,4.6,5.0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
